"Time","local"
2025-05-31 17:52:15,4.49 kB/s
2025-05-31 17:52:30,4.46 kB/s
2025-05-31 17:52:45,4.45 kB/s
2025-05-31 17:53:00,4.45 kB/s
2025-05-31 17:53:15,12.1 kB/s
2025-05-31 17:53:30,12.1 kB/s
2025-05-31 17:53:45,12.0 kB/s
2025-05-31 17:54:00,12.0 kB/s
2025-05-31 17:54:15,7.96 kB/s
2025-05-31 17:54:30,7.96 kB/s
2025-05-31 17:54:45,7.96 kB/s
2025-05-31 17:55:00,7.94 kB/s
2025-05-31 17:55:15,3.38 kB/s
2025-05-31 17:55:30,3.38 kB/s
2025-05-31 17:55:45,3.38 kB/s
2025-05-31 17:56:00,3.38 kB/s
2025-05-31 17:56:15,13.3 kB/s
2025-05-31 17:56:30,13.3 kB/s
2025-05-31 17:56:45,13.2 kB/s
2025-05-31 17:57:00,13.2 kB/s
2025-05-31 17:57:15,10.6 kB/s
2025-05-31 17:57:30,10.6 kB/s
2025-05-31 17:57:45,10.6 kB/s
2025-05-31 17:58:00,10.6 kB/s
2025-05-31 17:58:15,20.7 kB/s
2025-05-31 17:58:30,20.7 kB/s
2025-05-31 17:58:45,20.7 kB/s
2025-05-31 17:59:00,20.7 kB/s
2025-05-31 17:59:15,12.2 kB/s
2025-05-31 17:59:30,12.2 kB/s
2025-05-31 17:59:45,12.2 kB/s
2025-05-31 18:00:00,12.2 kB/s
2025-05-31 18:00:15,25.6 kB/s
2025-05-31 18:00:30,25.6 kB/s
2025-05-31 18:00:45,25.6 kB/s
2025-05-31 18:01:00,25.6 kB/s
2025-05-31 18:01:15,19.7 kB/s
2025-05-31 18:01:30,19.7 kB/s
2025-05-31 18:01:45,19.7 kB/s
2025-05-31 18:02:00,19.7 kB/s
2025-05-31 18:02:15,20.1 kB/s
2025-05-31 18:02:30,20.1 kB/s
2025-05-31 18:02:45,20.1 kB/s
2025-05-31 18:03:00,20.1 kB/s
2025-05-31 18:03:15,32.6 kB/s
2025-05-31 18:03:30,32.6 kB/s
2025-05-31 18:03:45,32.5 kB/s
2025-05-31 18:04:00,32.5 kB/s
2025-05-31 18:04:15,16.7 kB/s
2025-05-31 18:04:30,16.7 kB/s
2025-05-31 18:04:45,16.7 kB/s
2025-05-31 18:05:00,16.7 kB/s
2025-05-31 18:05:15,10.3 kB/s
2025-05-31 18:05:30,10.3 kB/s
2025-05-31 18:05:45,10.2 kB/s
2025-05-31 18:06:00,10.2 kB/s
2025-05-31 18:06:15,11.6 kB/s
2025-05-31 18:06:30,11.6 kB/s
2025-05-31 18:06:45,11.6 kB/s
2025-05-31 18:07:00,11.6 kB/s
2025-05-31 18:07:15,15.8 kB/s
2025-05-31 18:07:30,15.8 kB/s
2025-05-31 18:07:45,15.8 kB/s
2025-05-31 18:08:00,15.8 kB/s
2025-05-31 18:08:15,12.8 kB/s
2025-05-31 18:08:30,12.8 kB/s
2025-05-31 18:08:45,12.8 kB/s
2025-05-31 18:09:00,12.7 kB/s
2025-05-31 18:09:15,8.20 kB/s
2025-05-31 18:09:30,8.20 kB/s
2025-05-31 18:09:45,8.20 kB/s
2025-05-31 18:10:00,8.17 kB/s
2025-05-31 18:10:15,3.06 kB/s
2025-05-31 18:10:30,3.06 kB/s
2025-05-31 18:10:45,3.05 kB/s
2025-05-31 18:11:00,3.04 kB/s
2025-05-31 18:11:15,2.85 kB/s
2025-05-31 18:11:30,2.84 kB/s
2025-05-31 18:11:45,2.84 kB/s
2025-05-31 18:12:00,2.84 kB/s
2025-05-31 18:12:15,5.74 kB/s

